eul_aid,eul_wid,author_display_string,author_english,author_greek,work_display_string,work_english,work_greek,period,dialect,domain,format,affiliation,passages,grc_pdf,grc_md,grc_txt
aqo,aqo-ap,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-fables,Aesopic Fables (Augustana Collection),Αισώπειων μύθων συναγωγή,Archaic,Mixed Dialects,Fiction,Prose,,563,grc/aesop-fables-aqo-ap.grc.pdf,grc/aesop-fables-aqo-ap.grc.md,grc/aesop-fables-aqo-ap.grc.txt
aqo,aqo-af,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-fables,Aesopic Fables (Dionian Recension),Μῦθοι Δίωνι Χρυσόστομῳ ἀνατιθέμενοι,Archaic,Mixed Dialects,Fiction,Prose,,2,grc/aesop-fables-aqo-af.grc.pdf,grc/aesop-fables-aqo-af.grc.md,grc/aesop-fables-aqo-af.grc.txt
aqo,aqo-am,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-proverbs,Aesopic Proverbs,Μῦθοι,Archaic,Mixed Dialects,Fiction,Prose,,16,grc/aesop-proverbs-aqo-am.grc.pdf,grc/aesop-proverbs-aqo-am.grc.md,grc/aesop-proverbs-aqo-am.grc.txt
aqo,aqo-ao,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-epigrams,Epigram,Ἐπίγραμμα,Archaic,Mixed Dialects,Fiction,Prose,,6,grc/aesop-epigrams-aqo-ao.grc.pdf,grc/aesop-epigrams-aqo-ao.grc.md,grc/aesop-epigrams-aqo-ao.grc.txt
aqo,aqo-ai,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-nicephorus-fable,Fable of Nicephorus,Μῦθος Νικηφόρου,Archaic,Mixed Dialects,Fiction,Prose,,2,grc/aesop-nicephorus-fable-aqo-ai.grc.pdf,grc/aesop-nicephorus-fable-aqo-ai.grc.md,grc/aesop-nicephorus-fable-aqo-ai.grc.txt
aqo,aqo-ah,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-fables-dodecasyllables,Fables in Dodecasyllables,Μῦθοι ἐν Δωδεκασυλλάβοις,Archaic,Mixed Dialects,Fiction,Prose,,218,grc/aesop-fables-dodecasyllables-aqo-ah.grc.pdf,grc/aesop-fables-dodecasyllables-aqo-ah.grc.md,grc/aesop-fables-dodecasyllables-aqo-ah.grc.txt
aqo,aqo-ad,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-aphthonius-fables,Fables of Aphthonius the Rhetorician,Μῦθοι Ἀφθονίου τοῦ Ῥήτορος,Archaic,Mixed Dialects,Fiction,Prose,,44,grc/aesop-aphthonius-fables-aqo-ad.grc.pdf,grc/aesop-aphthonius-fables-aqo-ad.grc.md,grc/aesop-aphthonius-fables-aqo-ad.grc.txt
aqo,aqo-aj,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-dositheus-fables,Fables of Dositheus,Μῦθοι Δοσιθέου,Archaic,Mixed Dialects,Fiction,Prose,,17,grc/aesop-dositheus-fables-aqo-aj.grc.pdf,grc/aesop-dositheus-fables-aqo-aj.grc.md,grc/aesop-dositheus-fables-aqo-aj.grc.txt
aqo,aqo-ak,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-fables,Fables of Libanius,Μῦθοι Λιβανίου,Archaic,Mixed Dialects,Fiction,Prose,,3,grc/aesop-fables-aqo-ak.grc.pdf,grc/aesop-fables-aqo-ak.grc.md,grc/aesop-fables-aqo-ak.grc.txt
aqo,aqo-ag,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-syntipas-fables,Fables of Syntipas the Philosopher,Μῦθοι Συντίπα τοῦ Φιλοσόφου,Archaic,Mixed Dialects,Fiction,Prose,,61,grc/aesop-syntipas-fables-aqo-ag.grc.pdf,grc/aesop-syntipas-fables-aqo-ag.grc.md,grc/aesop-syntipas-fables-aqo-ag.grc.txt
aqo,aqo-aa,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-brancatian-fables,Fables of the Anonymous Brancatian Rhetorician,Μῦθοι τοῦ Ἀνωνύμου Βρανκατιανοῦ Ῥήτορος,Archaic,Mixed Dialects,Fiction,Prose,,3,grc/aesop-brancatian-fables-aqo-aa.grc.pdf,grc/aesop-brancatian-fables-aqo-aa.grc.md,grc/aesop-brancatian-fables-aqo-aa.grc.txt
aqo,aqo-ae,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-themistius-fables,Fables of Themistius the Rhetorician,Μῦθοι Θεμιστίου τοῦ Ῥήτορος,Archaic,Mixed Dialects,Fiction,Prose,,2,grc/aesop-themistius-fables-aqo-ae.grc.pdf,grc/aesop-themistius-fables-aqo-ae.grc.md,grc/aesop-themistius-fables-aqo-ae.grc.txt
aqo,aqo-ac,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-theophylact-fables,Fables of Theophylact Simocatta the Scholar,Μῦθοι Θεοφυλάκτου Σιμοκάττου τοῦ Σχολαστικοῦ,Archaic,Mixed Dialects,Fiction,Prose,,2,grc/aesop-theophylact-fables-aqo-ac.grc.pdf,grc/aesop-theophylact-fables-aqo-ac.grc.md,grc/aesop-theophylact-fables-aqo-ac.grc.txt
aqo,aqo-ab,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-preserved-wax-tablets,Fables Preserved-Assendelftian Wax Tablets,Μῦθοι ἐν δέλτοις Ἀσσενδελφτίοις σωθέντες,Archaic,Mixed Dialects,Fiction,Prose,,3,grc/aesop-preserved-wax-tablets-aqo-ab.grc.pdf,grc/aesop-preserved-wax-tablets-aqo-ab.grc.md,grc/aesop-preserved-wax-tablets-aqo-ab.grc.txt
aqo,aqo-an,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-proverbs,Greek Proverbs (Paroemiae),Παροιμίαι,Archaic,Mixed Dialects,Fiction,Prose,,197,grc/aesop-proverbs-aqo-an.grc.pdf,grc/aesop-proverbs-aqo-an.grc.md,grc/aesop-proverbs-aqo-an.grc.txt
aqo,aqo-al,aesop-the-fabulist,Aesop the Fabulist,Αἴσωπος ὁ μυθολόγος,aesop-sentences,Sentences,Γνῶμαι,Archaic,Mixed Dialects,Fiction,Prose,,38,grc/aesop-sentences-aqo-al.grc.pdf,grc/aesop-sentences-aqo-al.grc.md,grc/aesop-sentences-aqo-al.grc.txt
aci,aci-aa,aethiopis,Aethiopis,Αἰθιοπίς,aethiopis-text,Aethiopis,Αἰθιοπίς,Archaic,Epic (Homeric),Epic,Verse,,3,grc/aethiopis-text-aci-aa.grc.pdf,grc/aethiopis-text-aci-aa.grc.md,grc/aethiopis-text-aci-aa.grc.txt
fza,fza-aa,aethlius-of-samos,Aethlius of Samos,Ἀέθλιος ὁ Σάμιος,aethlius-samos-seasons,On the Seasons of Samos,Ἀποσπάσματα,Classical,Ionic (frg),History,Prose,,4,grc/aethlius-samos-seasons-fza-aa.grc.pdf,grc/aethlius-samos-seasons-fza-aa.grc.md,grc/aethlius-samos-seasons-fza-aa.grc.txt
vhc,vhc-am,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-1,Medical Book I,Ἰατρικὸν Βιβλίον Αʹ,Late Antique,Technical Koine,Medicine,Treatise,,372,grc/aetius-amida-medical-book-1-vhc-am.grc.pdf,grc/aetius-amida-medical-book-1-vhc-am.grc.md,grc/aetius-amida-medical-book-1-vhc-am.grc.txt
vhc,vhc-ag,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-ii,Medical Book II,Ἰατρικὸν Βιβλίον Βʹ,Late Antique,Technical Koine,Medicine,Treatise,,270,grc/aetius-amida-medical-book-ii-vhc-ag.grc.pdf,grc/aetius-amida-medical-book-ii-vhc-ag.grc.md,grc/aetius-amida-medical-book-ii-vhc-ag.grc.txt
vhc,vhc-ac,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-iii,Medical Book III,Ἰατρικὸν Βιβλίον Γʹ,Late Antique,Technical Koine,Medicine,Treatise,,192,grc/aetius-amida-medical-book-iii-vhc-ac.grc.pdf,grc/aetius-amida-medical-book-iii-vhc-ac.grc.md,grc/aetius-amida-medical-book-iii-vhc-ac.grc.txt
vhc,vhc-ah,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-iv,Medical Book IV,Ἰατρικὸν Βιβλίον Δʹ,Late Antique,Technical Koine,Medicine,Treatise,,104,grc/aetius-amida-medical-book-iv-vhc-ah.grc.pdf,grc/aetius-amida-medical-book-iv-vhc-ah.grc.md,grc/aetius-amida-medical-book-iv-vhc-ah.grc.txt
vhc,vhc-ai,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-ix,Medical Book IX,Ἰατρικὸν Βιβλίον Θʹ,Late Antique,Technical Koine,Medicine,Treatise,,90,grc/aetius-amida-medical-book-ix-vhc-ai.grc.pdf,grc/aetius-amida-medical-book-ix-vhc-ai.grc.md,grc/aetius-amida-medical-book-ix-vhc-ai.grc.txt
vhc,vhc-an,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-v,Medical Book V,Ἰατρικὸν Βιβλίον Εʹ,Late Antique,Technical Koine,Medicine,Treatise,,159,grc/aetius-amida-medical-book-v-vhc-an.grc.pdf,grc/aetius-amida-medical-book-v-vhc-an.grc.md,grc/aetius-amida-medical-book-v-vhc-an.grc.txt
vhc,vhc-aj,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-6,Medical Book VI,Ἰατρικὸν Βιβλίον Ϛʹ,Late Antique,Technical Koine,Medicine,Treatise,,133,grc/aetius-amida-medical-book-6-vhc-aj.grc.pdf,grc/aetius-amida-medical-book-6-vhc-aj.grc.md,grc/aetius-amida-medical-book-6-vhc-aj.grc.txt
vhc,vhc-ad,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-vii,Medical Book VII,Ἰατρικὸν Βιβλίον Ζʹ,Late Antique,Technical Koine,Medicine,Treatise,,146,grc/aetius-amida-medical-book-vii-vhc-ad.grc.pdf,grc/aetius-amida-medical-book-vii-vhc-ad.grc.md,grc/aetius-amida-medical-book-vii-vhc-ad.grc.txt
vhc,vhc-aa,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-viii,Medical Book VIII,Ἰατρικὸν Βιβλίον Ηʹ,Late Antique,Technical Koine,Medicine,Treatise,,121,grc/aetius-amida-medical-book-viii-vhc-aa.grc.pdf,grc/aetius-amida-medical-book-viii-vhc-aa.grc.md,grc/aetius-amida-medical-book-viii-vhc-aa.grc.txt
vhc,vhc-ak,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-xi,Medical Book XI,Ἰατρικὸν Βιβλίον ΙΑʹ,Late Antique,Technical Koine,Medicine,Treatise,,51,grc/aetius-amida-medical-book-xi-vhc-ak.grc.pdf,grc/aetius-amida-medical-book-xi-vhc-ak.grc.md,grc/aetius-amida-medical-book-xi-vhc-ak.grc.txt
vhc,vhc-ae,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-12,Medical Book XII,Ἰατρικὸν Βιβλίον ΙΒʹ,Late Antique,Technical Koine,Medicine,Treatise,,96,grc/aetius-amida-medical-book-12-vhc-ae.grc.pdf,grc/aetius-amida-medical-book-12-vhc-ae.grc.md,grc/aetius-amida-medical-book-12-vhc-ae.grc.txt
vhc,vhc-ab,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-13,Medical Book XIII,Ἰατρικὸν Βιβλίον ΙΓʹ,Late Antique,Technical Koine,Medicine,Treatise,,31,grc/aetius-amida-medical-book-13-vhc-ab.grc.pdf,grc/aetius-amida-medical-book-13-vhc-ab.grc.md,grc/aetius-amida-medical-book-13-vhc-ab.grc.txt
vhc,vhc-al,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-xv,Medical Book XV,Ἰατρικὸν Βιβλίον ΙΕʹ,Late Antique,Technical Koine,Medicine,Treatise,,84,grc/aetius-amida-medical-book-xv-vhc-al.grc.pdf,grc/aetius-amida-medical-book-xv-vhc-al.grc.md,grc/aetius-amida-medical-book-xv-vhc-al.grc.txt
vhc,vhc-af,aetius-of-amida,Aëtius of Amida,Ἀέτιος ὁ Ἀμιδηνός,aetius-amida-medical-book-xvi,Medical Book XVI,Ἰατρικὸν Βιβλίον ΙϚʹ,Late Antique,Technical Koine,Medicine,Treatise,,179,grc/aetius-amida-medical-book-xvi-vhc-af.grc.pdf,grc/aetius-amida-medical-book-xvi-vhc-af.grc.md,grc/aetius-amida-medical-book-xvi-vhc-af.grc.txt
ovu,ovu-aa,aetius-the-doxographer,Aetius the Doxographer,Ἀέτιος ὁ Δοξογράφος,aetius-doctrines-remnants,Opinions (Stobaean Tradition),Περὶ Δογμάτων Ἀπολείμματα,Roman,"Koine (phi, frg)",Philosophy,Prose,Eclectic,129,grc/aetius-doctrines-remnants-ovu-aa.grc.pdf,grc/aetius-doctrines-remnants-ovu-aa.grc.md,grc/aetius-doctrines-remnants-ovu-aa.grc.txt
ovu,ovu-ab,aetius-the-doxographer,Aetius the Doxographer,Ἀέτιος ὁ Δοξογράφος,aetius-doctrines-remnants,Opinions (Theodoret Tradition),Περὶ Δογμάτων Ἀπολείμματα,Roman,"Koine (phi, frg)",Philosophy,Prose,Eclectic,45,grc/aetius-doctrines-remnants-ovu-ab.grc.pdf,grc/aetius-doctrines-remnants-ovu-ab.grc.md,grc/aetius-doctrines-remnants-ovu-ab.grc.txt
qjk,qjk-aa,agaclytus-the-historian,Agaclytus the Historian,Ἀγακλύτος ὁ Ἱστορικός,agaclytus-olympic-dedications,On the Olympic Dedications,Ἀπόσπασμα,Roman,Koine,History,Prose,,2,grc/agaclytus-olympic-dedications-qjk-aa.grc.pdf,grc/agaclytus-olympic-dedications-qjk-aa.grc.md,grc/agaclytus-olympic-dedications-qjk-aa.grc.txt
dbq,dbq-aa,agamestor,Agamestor,Ἀγαμήστωρ,agamestor-achilles-naming,Fragments on Achilles' Naming,Ἀποσπάσματα περὶ τῆς τοῦ Ἀχιλλέως Ὀνομασίας,Classical,"Ionic (el, frg)",Poetry,Verse,,3,grc/agamestor-achilles-naming-dbq-aa.grc.pdf,grc/agamestor-achilles-naming-dbq-aa.grc.md,grc/agamestor-achilles-naming-dbq-aa.grc.txt
lue,lue-aa,agatharchides-of-cnidus,Agatharchides of Cnidus,Ἀγαθαρχίδης ὁ Κνίδιος,agatharchides-cnidus-red-sea,Excerpts from Agatharchides-the Red Sea,Ἐκλογαὶ Ἀγαθαρχίδου περὶ Ἐρυθρᾶς Θαλάσσης,Hellenistic,Attic,Geography,Prose,Peripatetic,89,grc/agatharchides-cnidus-red-sea-lue-aa.grc.pdf,grc/agatharchides-cnidus-red-sea-lue-aa.grc.md,grc/agatharchides-cnidus-red-sea-lue-aa.grc.txt
lue,lue-ab,agatharchides-of-cnidus,Agatharchides of Cnidus,Ἀγαθαρχίδης ὁ Κνίδιος,agatharchides-cnidus-uncertain-fragments,Fragments of Uncertain Placement,Ἀποσπάσματα Ἀδήλου Θέσεως,Hellenistic,Attic,Geography,Prose,Peripatetic,3,grc/agatharchides-cnidus-uncertain-fragments-lue-ab.grc.pdf,grc/agatharchides-cnidus-uncertain-fragments-lue-ab.grc.md,grc/agatharchides-cnidus-uncertain-fragments-lue-ab.grc.txt
lue,lue-ad,agatharchides-of-cnidus,Agatharchides of Cnidus,Ἀγαθαρχίδης ὁ Κνίδιος,agatharchides-cnidus-asia-egypt-fragments,Fragments on Asia and Egypt,Ἀποσπάσματα περὶ Ἀσίας καὶ Αἰγύπτου,Hellenistic,Attic,Geography,Prose,Peripatetic,33,grc/agatharchides-cnidus-asia-egypt-fragments-lue-ad.grc.pdf,grc/agatharchides-cnidus-asia-egypt-fragments-lue-ad.grc.md,grc/agatharchides-cnidus-asia-egypt-fragments-lue-ad.grc.txt
lue,lue-ac,agatharchides-of-cnidus,Agatharchides of Cnidus,Ἀγαθαρχίδης ὁ Κνίδιος,agatharchides-cnidus-testimonies,Testimonies,Μαρτυρίαι,Hellenistic,Attic,Geography,Prose,Peripatetic,5,grc/agatharchides-cnidus-testimonies-lue-ac.grc.pdf,grc/agatharchides-cnidus-testimonies-lue-ac.grc.md,grc/agatharchides-cnidus-testimonies-lue-ac.grc.txt
luy,luy-aa,agatharchides-of-samos,Agatharchides of Samos,Ἀγαθαρχίδης ὁ Σάμιος,agatharchides-samos-persian-wars,Fragments on Persian Wars,Ἀποσπάσματα περὶ τῶν Περσικῶν Πολέμων,Hellenistic,Attic (frg),History,Prose,,5,grc/agatharchides-samos-persian-wars-luy-aa.grc.pdf,grc/agatharchides-samos-persian-wars-luy-aa.grc.md,grc/agatharchides-samos-persian-wars-luy-aa.grc.txt
rps,rps-aa,agathemerus-the-geographer,Agathemerus the Geographer,Ἀγαθήμερος ὁ γεωγράφος,agathemerus-geography,InformatiGeography,Πληροφορίαι περὶ γεωγραφίας,Roman,Technical Koine,Geography,Prose,,26,grc/agathemerus-geography-rps-aa.grc.pdf,grc/agathemerus-geography-rps-aa.grc.md,grc/agathemerus-geography-rps-aa.grc.txt
izw,izw-aa,agathocles-of-cyzicus,Agathocles of Cyzicus,Ἀγαθοκλῆς ὁ Κυζικηνός,agathocles-cyzicus-legends,On Cyzicus and Its Legends,Ἀποσπάσματα,Hellenistic,Ionic (frg),History,Prose,,12,grc/agathocles-cyzicus-legends-izw-aa.grc.pdf,grc/agathocles-cyzicus-legends-izw-aa.grc.md,grc/agathocles-cyzicus-legends-izw-aa.grc.txt
izw,izw-ab,agathocles-of-cyzicus,Agathocles of Cyzicus,Ἀγαθοκλῆς ὁ Κυζικηνός,agathocles-cyzicus-pontus-river,On the Pontus River,Ἀπόσπασμα,Hellenistic,Ionic (frg),History,Prose,,1,grc/agathocles-cyzicus-pontus-river-izw-ab.grc.pdf,grc/agathocles-cyzicus-pontus-river-izw-ab.grc.md,grc/agathocles-cyzicus-pontus-river-izw-ab.grc.txt
pua,pua-aa,agathodaemon-of-alexandria,Agathodaemon of Alexandria,Ἀγαθοδαίμων Ἀλεξανδρεὺς,agathodaemon-alexandria-oracle,"Agathodaemthe Oracle of Orpheus, Collection and Commentary",Ἀγαθοδαίμων εἰς τὸν χρησμὸν Ὀρφέως συναγωγὴ καὶ,Roman,Technical Koine,Science,Treatise,,4,grc/agathodaemon-alexandria-oracle-pua-aa.grc.pdf,grc/agathodaemon-alexandria-oracle-pua-aa.grc.md,grc/agathodaemon-alexandria-oracle-pua-aa.grc.txt
eaq,eaq-aa,agathon-of-athens,Agathon of Athens,Ἀγάθων Ἀθηναῖος,agathon-athens-art-chance-frailty,"On Art, Chance, and Human Frailty",Ἀποσπάσματα,Classical,Attic Drama,Drama,Verse,,74,grc/agathon-athens-art-chance-frailty-eaq-aa.grc.pdf,grc/agathon-athens-art-chance-frailty-eaq-aa.grc.md,grc/agathon-athens-art-chance-frailty-eaq-aa.grc.txt
dca,dca-aa,agathon-of-samos,Agathon of Samos,Ἀγάθων ὁ Σάμιος,agathon-samos-scythian-egyptian-histories,Scythian and Egyptian Histories,Ἀποσπάσματα,Classical,Ionic (frg),History,Prose,,5,grc/agathon-samos-scythian-egyptian-histories-dca-aa.grc.pdf,grc/agathon-samos-scythian-egyptian-histories-dca-aa.grc.md,grc/agathon-samos-scythian-egyptian-histories-dca-aa.grc.txt
ezg,ezg-aa,agesilaus-ii-of-sparta,Agesilaus II of Sparta,Ἀγησίλαος ὁ Β’ ὁ Λακεδαιμόνιος,agesilaus-sparta-italian-gods,On the Italian Gods,Ἀπόσπασμα,Classical,Doric,History,Prose,,2,grc/agesilaus-sparta-italian-gods-ezg-aa.grc.pdf,grc/agesilaus-sparta-italian-gods-ezg-aa.grc.md,grc/agesilaus-sparta-italian-gods-ezg-aa.grc.txt
aby,aby-aa,agias-of-troezen,Agias of Troezen,Ἀγίας ὁ Τροιζήνιος,agias-troezen-histories-myths,Argolic Histories and Myths,Ἀποσπάσματα,Archaic,Epic (Homeric),History,Prose,,7,grc/agias-troezen-histories-myths-aby-aa.grc.pdf,grc/agias-troezen-histories-myths-aby-aa.grc.md,grc/agias-troezen-histories-myths-aby-aa.grc.txt
qja,qja-ab,aglaias-of-byzantium,Aglaias of Byzantium,Ἀγλαΐας ὁ Βυζάντιος,aglaias-byzantium-medical-recipe,Medical Recipe for Demetrius,Ἀπόσπασμα,Roman,Koine (frg),Poetry,Verse,,19,grc/aglaias-byzantium-medical-recipe-qja-ab.grc.pdf,grc/aglaias-byzantium-medical-recipe-qja-ab.grc.md,grc/aglaias-byzantium-medical-recipe-qja-ab.grc.txt
qja,qja-aa,aglaias-of-byzantium,Aglaias of Byzantium,Ἀγλαΐας ὁ Βυζάντιος,aglaias-byzantium-initial-discharges,To the Initial Discharges,Πρὸς τὰς ἀρχομένας ὑποχύσεις,Roman,Koine (frg),Poetry,Verse,,3,grc/aglaias-byzantium-initial-discharges-qja-aa.grc.pdf,grc/aglaias-byzantium-initial-discharges-qja-aa.grc.md,grc/aglaias-byzantium-initial-discharges-qja-aa.grc.txt
hlm,hlm-aa,aglaosthenes-naxius,Aglaosthenes Naxius,Ἀγλαοσθένης ὁ Νάξιος,aglaosthenes-naxius-mythological-fragments,Naxian Mythological Fragments,Ἀποσπάσματα,Classical,Ionic (frg),History,Prose,,11,grc/aglaosthenes-naxius-mythological-fragments-hlm-aa.grc.pdf,grc/aglaosthenes-naxius-mythological-fragments-hlm-aa.grc.md,grc/aglaosthenes-naxius-mythological-fragments-hlm-aa.grc.txt
kbe,kbe-aa,agroetas,Agroetas,Ἀγροήτας,agroetas-libyan-myths,Libyan Myths and Genealogies,Ἀποσπάσματα,Hellenistic,Koine (frg),History,Prose,,10,grc/agroetas-libyan-myths-kbe-aa.grc.pdf,grc/agroetas-libyan-myths-kbe-aa.grc.md,grc/agroetas-libyan-myths-kbe-aa.grc.txt
nhu,nhu-ab,akesandros-the-historian,Akesandros the Historian,Ἀκέσανδρος ὁ ἱστορικός,akesandros-cyrenean-myths,Fragments on Cyrenean Myths,Ἀποσπάσματα περὶ τῶν Κυρηναϊκῶν Μύθων,Hellenistic,Koine (frg),History,Collection,,2,grc/akesandros-cyrenean-myths-nhu-ab.grc.pdf,grc/akesandros-cyrenean-myths-nhu-ab.grc.md,grc/akesandros-cyrenean-myths-nhu-ab.grc.txt
nhu,nhu-aa,akesandros-the-historian,Akesandros the Historian,Ἀκέσανδρος ὁ ἱστορικός,akesandros-mythological-genealogy,Fragments on Mythological Genealogy,Ἀποσπάσματα περὶ Μυθολογικῆς Γενεαλογίας,Hellenistic,Koine (frg),History,Collection,,8,grc/akesandros-mythological-genealogy-nhu-aa.grc.pdf,grc/akesandros-mythological-genealogy-nhu-aa.grc.md,grc/akesandros-mythological-genealogy-nhu-aa.grc.txt
qhm,qhm-aa,albinus-the-platonist,Albinus the Platonist,Ἀλβῖνος ὁ Πλατωνικός,albinus-plato-dialogues-intro,Introduction to the Dialogues of Plato,Εἰσαγογὴ εἰς τοὺς Πλάτωνος διαλόγους,Roman,Attic Philosophical,Philosophy,Treatise,Platonist,7,grc/albinus-plato-dialogues-intro-qhm-aa.grc.pdf,grc/albinus-plato-dialogues-intro-qhm-aa.grc.md,grc/albinus-plato-dialogues-intro-qhm-aa.grc.txt
qhm,qhm-ab,albinus-the-platonist,Albinus the Platonist,Ἀλβῖνος ὁ Πλατωνικός,albinus-plato-doctrines,Teaching of Plato's Doctrines,Διδασκαλικὸς τῶν Πλάτωνος δογμάτων,Roman,Attic Philosophical,Philosophy,Treatise,Platonist,110,grc/albinus-plato-doctrines-qhm-ab.grc.pdf,grc/albinus-plato-doctrines-qhm-ab.grc.md,grc/albinus-plato-doctrines-qhm-ab.grc.txt
