eul_aid,eul_wid,author_display_string,work_display_string,work_english,work_greek,domain,grc_md,grc_md_bytes,grc_md_text_offset
upu,upu-ak,hymnic-collection-anon,hymnic-anon-aphrodite,Hymn 5 To Aphrodite,Ὕμνος εἰς Ἀφροδίτην,Poetry,grc/hymnic-anon-aphrodite-upu-ak.grc.md,28758,572
upu,upu-al,hymnic-collection-anon,hymnic-anon-aphrodite,Hymn 6 To Aphrodite,Ὕμνος εἰς Ἀφροδίτην,Poetry,grc/hymnic-anon-aphrodite-upu-al.grc.md,2806,572
upu,upu-ao,hymnic-collection-anon,hymnic-anon-dionysus,Hymn 7 To Dionysus,Ὕμνος εἰς Διόνυσον,Poetry,grc/hymnic-anon-dionysus-upu-ao.grc.md,6556,562
upu,upu-bf,hymnic-collection-anon,hymnic-anon-ares,Hymn 8 To Ares,Ὕμνος εἰς Ἄρην,Poetry,grc/hymnic-anon-ares-upu-bf.grc.md,2416,532
upu,upu-ay,hymnic-collection-anon,hymnic-anon-artemis,Hymn 9 To Artemis,Ὕμνος εἰς Ἄρτεμιν,Poetry,grc/hymnic-anon-artemis-upu-ay.grc.md,1669,556
upu,upu-bg,hymnic-collection-anon,hymnic-anon-foreigners,To Foreigners,Εἰς ξένους,Poetry,grc/hymnic-anon-foreigners-upu-bg.grc.md,1209,524
fci,fci-ad,hypereides-the-orator,hypereides-athenogenes,Against Athenogenes,Κατ᾽ Ἀθηνογένους,Oratory,grc/hypereides-athenogenes-fci-ad.grc.md,31931,542
fci,fci-ab,hypereides-the-orator,hypereides-harpalus,Against Demosthenes-Harpalus,Κατὰ Δημοσθένους ὑπὲρ τῶν Ἁρπαλείων,Oratory,grc/hypereides-harpalus-fci-ab.grc.md,32232,630
fci,fci-ae,hypereides-the-orator,hypereides-philippides,Against Philippides,Κατὰ Φιλιππίδου,Oratory,grc/hypereides-philippides-fci-ae.grc.md,14942,536
fci,fci-aa,hypereides-the-orator,hypereides-euxenippus-defense,Defense for Euxenippus' Impeachment to Polyeuctus,Ὑπὲρ Εὐξενίππου ἐισαγγελίας ἀπολογία πρὸς,Oratory,grc/hypereides-euxenippus-defense-fci-aa.grc.md,34555,720
fci,fci-ac,hypereides-the-orator,hypereides-defense-lycophron,Defense for Lycophron,Ἀπολογία ὑπὲρ Λυκόφρονος,Oratory,grc/hypereides-defense-lycophron-fci-ac.grc.md,20267,590
fci,fci-ag,hypereides-the-orator,hypereides-epitaph,Epitaph,Ἐπιτάφιος,Oratory,grc/hypereides-epitaph-fci-ag.grc.md,28718,482
fci,fci-af,hypereides-the-orator,hypereides-legal-cases,Fragments on Legal Cases,Ἀποσπάσματα περὶ Δικῶν,Oratory,grc/hypereides-legal-cases-fci-af.grc.md,73996,576
puu,puu-aa,hypermenes-the-historian,hypermenes-chios-fragments,Fragments on Chios,Ἀποσπάσματα περὶ Χίου,History,grc/hypermenes-chios-fragments-puu-aa.grc.md,1407,566
mmq,mmq-aa,hyperochus-of-cumae,hyperochus-cumae-fragments,Fragments on Cumae,Ἀποσπάσματα περὶ Κύμης,History,grc/hyperochus-cumae-fragments-mmq-aa.grc.md,2507,572
lao,lao-ab,hypsicles-of-alexandria,hypsicles-alexandria-anaphoric,Anaphoric,Ἀναφορικός,Science,grc/hypsicles-alexandria-anaphoric-lao-ab.grc.md,21016,521
lao,lao-aa,hypsicles-of-alexandria,hypsicles-alexandria-elements-book-14,Hypsicles' Book or Elements Book XIV,Βιβλίον Ὑψικλέους ἢ Στοιχεῖα Βιβλίον ΙΔʹ,Science,grc/hypsicles-alexandria-elements-book-14-lao-aa.grc.md,39784,705
ajq,ajq-aa,iambic-fragments-anon,iambic-fragments-anon-geography,Fragments on Geography,Ἀποσπάσματα περὶ Γεωγραφίας,Poetry,grc/iambic-fragments-anon-geography-ajq-aa.grc.md,6278,633
lmm,lmm-aa,iambic-work-anon,anon-iambic-fragments,Anonymous Iambic Fragments,Ἀνώνυμα Ἰαμβικὰ Ἀποσπάσματα,Poetry,grc/anon-iambic-fragments-lmm-aa.grc.md,5258,605
lmm,lmm-ab,iambic-work-anon,anon-iambic-text,Anonymous Iambics,Ἀνώνυμα Ἰαμβικά,Poetry,grc/anon-iambic-text-lmm-ab.grc.md,3554,527
chq,chq-aa,iamblichus-anon,iamblichus-anon-human-excellence,Fragments on Human Excellence,Ἀποσπάσματα περὶ Ἀνθρωπίνης Ἀρετῆς,Philosophy,grc/iamblichus-anon-human-excellence-chq-aa.grc.md,22909,667
rvw,rvw-aa,iamblichus-of-chalcis,iamblichus-chalcis-alchemical-fragments,Alchemical Fragments,Ἀποσπάσματα Ἀλχημικά,Philosophy,grc/iamblichus-chalcis-alchemical-fragments-rvw-aa.grc.md,13767,615
udw,udw-ab,iamblichus-of-chalcis,iamblichus-chalcis-pythagorean-life,Discourse-the Pythagorean Life,περὶ τοῦ Πυθαγορικοῦ βίου λόγος,Philosophy,grc/iamblichus-chalcis-pythagorean-life-udw-ab.grc.md,393208,667
udw,udw-af,iamblichus-of-chalcis,iamblichus-chalcis-exhortation,Exhortation,Προτρεπτικός,Philosophy,grc/iamblichus-chalcis-exhortation-udw-af.grc.md,318736,545
udw,udw-ac,iamblichus-of-chalcis,iamblichus-chalcis-common-mathematics,On Common Mathematical Knowledge,Περί της κοινής μαθηματικής επιστήμης,Philosophy,grc/iamblichus-chalcis-common-mathematics-udw-ac.grc.md,247676,693
udw,udw-aa,iamblichus-of-chalcis,iamblichus-chalcis-nicomachus-arithmetic,On Nicomachus' Introduction to Arithmetic,Περὶ τῆς Νικομάχου ἀριθμητικῆς εἰσαγωγῆς,Philosophy,grc/iamblichus-chalcis-nicomachus-arithmetic-udw-aa.grc.md,323559,743
udw,udw-ae,iamblichus-of-chalcis,iamblichus-chalcis-mysteries,On the Mysteries,Περὶ τῶν Μυστηρίων,Philosophy,grc/iamblichus-chalcis-mysteries-udw-ae.grc.md,510659,575
udw,udw-ad,iamblichus-of-chalcis,iamblichus-chalcis-theological-arithmetic,Theological Arithmetic,Θεολογικὴ Ἀριθμητική,Philosophy,grc/iamblichus-chalcis-theological-arithmetic-udw-ad.grc.md,205653,623
qqs,qqs-aa,iamblichus-the-novelist,iamblichus-babyloniaca,Babyloniaca,Βαβυλωνιακά,Fiction,grc/iamblichus-babyloniaca-qqs-aa.grc.md,49233,502
asw,asw-aa,ibycus-of-rhegium,ibycus-rhegium-trojan-war,Fragments on the Trojan War,Ἀποσπάσματα περὶ τοῦ Τρωικοῦ Πολέμου,Poetry,grc/ibycus-rhegium-trojan-war-asw-aa.grc.md,10215,644
asw,asw-ab,ibycus-of-rhegium,ibycus-rhegium-trojan-war,Fragments on the Trojan War,Ἀποσπάσματα περὶ τοῦ Τρωικοῦ Πολέμου,Poetry,grc/ibycus-rhegium-trojan-war-asw-ab.grc.md,24266,644
bwm,bwm-aa,iccus-of-tarentum,iccus-tarentum-testimonies,Testimonies,Μαρτυρίαι,Philosophy,grc/iccus-tarentum-testimonies-bwm-aa.grc.md,3303,502
czi,czi-aa,idaeus-of-himera,idaeus-himera-testimony,Testimony,Μαρτυρία,Philosophy,grc/idaeus-himera-testimony-czi-aa.grc.md,5094,486
hxa,hxa-aa,idomeneus-of-lampsacus,idomeneus-lampsacus-socrates-circle,On the Socrates Circle,Ἀποσπάσματα,History,grc/idomeneus-lampsacus-socrates-circle-hxa-aa.grc.md,15866,556
uuk,uuk-aa,introduction-to-platonism-anon,anon-intro-platonism-philosophy,Introduction to Platonic Philosophy,Προλεγόμενα εἰς τὴν Πλατωνικὴν φιλοσοφίαν,Philosophy,grc/anon-intro-platonism-philosophy-uuk-aa.grc.md,113201,731
ccg,ccg-af,ion-of-chios,ion-chios-foundations,Foundations of Chios,Ἀποσπάσματα,Philosophy,grc/ion-chios-foundations-ccg-af.grc.md,22280,510
ccg,ccg-ad,ion-of-chios,ion-chios-dionysus-fragments,Fragments on Dionysus,Ἀποσπάσματα περὶ Διονύσου,Philosophy,grc/ion-chios-dionysus-fragments-ccg-ad.grc.md,3903,580
ccg,ccg-ae,ion-of-chios,ion-chios-dionysus-eros,Fragments on Dionysus and Eros,Ἀποσπάσματα περὶ Διονύσου καὶ Ἔρωτος,Philosophy,grc/ion-chios-dionysus-eros-ccg-ae.grc.md,1540,632
ccg,ccg-ac,ion-of-chios,ion-chios-heracles-omphale,Fragments on Heracles and Omphale,Ἀποσπάσματα περὶ Ἡρακλέους καὶ Ὀμφάλης,Philosophy,grc/ion-chios-heracles-omphale-ccg-ac.grc.md,9460,649
ccg,ccg-ag,ion-of-chios,ion-chios-triadic-nature,On the Triadic Nature of Things,Ἀποσπάσματα,Philosophy,grc/ion-chios-triadic-nature-ccg-ag.grc.md,4438,538
ccg,ccg-aa,ion-of-chios,ion-chios-testimonies,Testimonies 1,Μαρτυρίαι Α',Philosophy,grc/ion-chios-testimonies-ccg-aa.grc.md,6540,496
ccg,ccg-ab,ion-of-chios,ion-chios-testimonies-2,Testimonies 2,Μαρτυρίαι Β',Philosophy,grc/ion-chios-testimonies-2-ccg-ab.grc.md,6357,500
esi,esi-ab,ion-of-samos,ion-samos-epigram,Epigram,Ἐπίγραμμα,Poetry,grc/ion-samos-epigram-esi-ab.grc.md,1128,467
esi,esi-aa,ion-of-samos,ion-samos-victory-dedication,Lysander's Victory Dedication,Ἀπόσπασμα,Poetry,grc/ion-samos-victory-dedication-esi-aa.grc.md,1293,535
dvg,dvg-aa,iophon-the-tragedian,iophon-divine-knowledge,Fragments on Divine Knowledge,Ἀποσπάσματα περὶ Θείας Γνώσεως,Drama,grc/iophon-divine-knowledge-dvg-aa.grc.md,1326,616
fge,fge-am,isaeus-the-orator,isaeus-inheritance-disputes,Fragments on Inheritance Disputes,Ἀποσπάσματα περὶ Κληρονομικῶν Ἀμφισβητήσεων,Oratory,grc/isaeus-inheritance-disputes-fge-am.grc.md,13189,680
fge,fge-af,isaeus-the-orator,isaeus-defense-euphiletus,In Defense of Euphiletus,Υπὲρ Εὐφιλήτου,Oratory,grc/isaeus-defense-euphiletus-fge-af.grc.md,11404,542
fge,fge-al,isaeus-the-orator,isaeus-holy-clergy,On the Holy Clergy,Περὶ τοῦ Ἁγνίου κλήρου,Oratory,grc/isaeus-holy-clergy-fge-al.grc.md,44604,546
fge,fge-ad,isaeus-the-orator,isaeus-lot-apollodorus,On the Lot of Apollodorus,Περὶ τοῦ Απολλοδώρου κλήρου,Oratory,grc/isaeus-lot-apollodorus-fge-ad.grc.md,34606,586
fge,fge-ag,isaeus-the-orator,isaeus-astyphilus-lot,On the Lot of Astyphilus,Περὶ τοῦ Ἀστυφίλου κλήρου,Oratory,grc/isaeus-astyphilus-lot-fge-ag.grc.md,29680,576
fge,fge-aj,isaeus-the-orator,isaeus-chiron,On the Lot of Chiron,Περὶ τοῦ Κίρωνος κλήρου,Oratory,grc/isaeus-chiron-fge-aj.grc.md,39407,542
fge,fge-ah,isaeus-the-orator,isaeus-cleonymus,On the Lot of Cleonymus,Περὶ τοῦ Κλεωνύμου κλήρου,Oratory,grc/isaeus-cleonymus-fge-ah.grc.md,35194,562
fge,fge-ae,isaeus-the-orator,isaeus-lot-dicaeogenes,On the Lot of Dicaeogenes,Περὶ τοῦ Δικαιογένους κλήρου,Oratory,grc/isaeus-lot-dicaeogenes-fge-ae.grc.md,39882,590
fge,fge-ai,isaeus-the-orator,isaeus-lot-menecles,On the Lot of Menecles,Περὶ τοῦ Μενεκλέους κλήρου,Oratory,grc/isaeus-lot-menecles-fge-ai.grc.md,33766,570
fge,fge-ab,isaeus-the-orator,isaeus-nicostratus-lot,"On the Lot of Nicostratus, Epilogue",Περὶ τοῦ Νικοστράτου κλήρου,Oratory,grc/isaeus-nicostratus-lot-fge-ab.grc.md,23530,608
fge,fge-ac,isaeus-the-orator,isaeus-lot-covetous,On the Lot of the Covetous,Περὶ τοῦ Φιλοκτήμονος κλήρου,Oratory,grc/isaeus-lot-covetous-fge-ac.grc.md,47066,586
fge,fge-ak,isaeus-the-orator,isaeus-pyrrhus-lot,On the Pyrrhus' Lot,Περὶ τοῦ Πύρρου κλήρου,Oratory,grc/isaeus-pyrrhus-lot-fge-ak.grc.md,56389,548
fge,fge-aa,isaeus-the-orator,isaeus-xenaenetus-aristarchus,To Xenaenetus-the Lot of Aristarchus,Πρὸς Ξεναίνετον περὶ τοῦ Ἀριστάρχου κλήρου,Oratory,grc/isaeus-xenaenetus-aristarchus-fge-aa.grc.md,22677,682
